product_names,prices,links,ratings,reviews
GOCART WITH G LOGO Laptop Backpack Casual Daypacks Briefcase Convertible Business Travel Rucksack with USB Charging Port Large College School Bookbag Computer Laptop Bag ,"1,499",https://www.amazon.in/GOCART-LOGO-Backpack-Briefcase-Convertible/dp/B0822H451W/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1697715462&sprefix=ba%2Caps%2C283&sr=8-45,3.8,"1,506"
"HOEXL 42L Expandable Premium Laptop Backpack for Men/Women for Travel, School, College-Tech Bag with USB - Bagpacker Bag, 17 inch Laptop Bag with Water-resistant, Smart Bag with Multiple Compartments ","2,899",https://www.amazon.in/HOEXL-Expandable-Premium-Backpack-College-Tech/dp/B0C3J2RLHP/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1697715462&sprefix=ba%2Caps%2C283&sr=8-46,4.8,81
"URBAN TRIBE Havana Laptop Backpack for Men & Women | Laptop Bag 15.6 inch | Office Work/Casual/College Bag | Black, 27L ",918,https://www.amazon.in/Urban-Tribe-Laptop-Backpack-Havana/dp/B01LXNNFDF/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1697715462&sprefix=ba%2Caps%2C283&sr=8-47,3.9,821
Half Moon Aztec 37L School Bag Class 5-12 | College Bagpack for Men/College Back pack for Women | 15.6 inch Laptop Bag for Men/Backpack for Men | Spacious & Multiple Pockets ,529,https://www.amazon.in/Half-Moon-Backpack-Spacious-Multiple/dp/B0C6N3MYL2/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1697715462&sprefix=ba%2Caps%2C283&sr=8-48,3.5,356
Frantic Velvet Kids School/Nursery/Picnic/Carry/Travelling Bag - 2 to 5 Year Age ,259,https://www.amazon.in/Frantic-Velvet-School-Nursery-Travelling/dp/B09176PYDR/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1697715462&sprefix=ba%2Caps%2C283&sr=8-49,3.8,"3,437"
ADISA Light Weight Laptop Backpack 32 Ltrs ,449,https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1697715462&sprefix=ba%2Caps%2C283&sr=8-50,4.0,"6,219"
ANTIL'S® Hot Water Rubber Bottle bag for Pain Relief Therapy (Pack of 1) Multicolor ,198,https://www.amazon.in/ANTILS%C2%AE-Water-Rubber-Relief-Therapy/dp/B08PFTYB2N/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1697715462&sprefix=ba%2Caps%2C283&sr=8-51,4.0,"4,524"
NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office ,540,https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3S5NC1/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1697715462&sprefix=ba%2Caps%2C283&sr=8-52,4.0,"1,118"
RAPTORS 35L Water Resistant 15.6 inch Laptop Backpack bag for men and women Office/School/Travel/Business Padded with Laptop Compartment ,499,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NzMxNjAwMjAyMjk0NjU2OjE2OTc3MTU0NjI6c3BfYnRmOjIwMTY3MzU0MDk5Mzk4OjowOjo&url=%2FRAPTORS-Resistant-Backpack-Business-Compartment%2Fdp%2FB0C4Q5G2QW%2Fref%3Dsr_1_53_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715462%26sprefix%3Dba%252Caps%252C283%26sr%3D8-53-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,4.0,15
"Red Lemon Arctic Hunter Laptop Backpack with USB Charging for 15.6 Inch Laptop, Business Travel Bag with Luggage Strap, Water Resistant Backpack Casual Travel Backpack for Men & Woman ","1,975",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NzMxNjAwMjAyMjk0NjU2OjE2OTc3MTU0NjI6c3BfYnRmOjIwMTUzNDg4NTc5NTk4OjowOjo&url=%2FRed-Lemon-Backpack-Charging-Resistant%2Fdp%2FB09WYVR9Y1%2Fref%3Dsr_1_54_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715462%26sprefix%3Dba%252Caps%252C283%26sr%3D8-54-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,3.9,61
"uppercase 26 Ltrs Ryder Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty ","2,400",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMjUxNTkzMzQxNTcyNjU2OjE2OTc3MTU0NjQ6c3BfYXRmX25leHQ6MjAxMjc2ODM4NzIzOTg6OjA6Og&url=%2FUPPERCASE-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BXFDK5J2%2Fref%3Dsr_1_49_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715464%26sprefix%3Dba%252Caps%252C283%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,4.3,97
"STRABO Defender Laptop Bag, Light weight & Water resistant - Color Grey 35L, Unisex Bag ",999,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMjUxNTkzMzQxNTcyNjU2OjE2OTc3MTU0NjQ6c3BfYXRmX25leHQ6MzAwMDE0OTMxNDg0NjMyOjowOjo&url=%2FSTRABO-Defender-Laptop-weight-resistant%2Fdp%2FB0C9HD55DW%2Fref%3Dsr_1_50_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715464%26sprefix%3Dba%252Caps%252C283%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,4.5,25
Handcuffs Baby Diaper Bag Multifunctional Maternity Bags New Mom Dad Travel Backpack For Baby Care Nursing (Black) ,"1,186",https://www.amazon.in/Handcuffs-Multifunctional-Maternity-Backpack-Nursing/dp/B09413KB4K/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1697715464&sprefix=ba%2Caps%2C283&sr=8-51,4.2,556
Half Moon 30L Water Resistant 15.6 inch Laptop Bag/Backpack for Men | School Bag for Boys Girls | Office Bag pack for Men/Office Back Packed for Women with Padded Laptop Compartment ,459,https://www.amazon.in/Half-Moon-Laptop-Backpack-Polyester/dp/B09CMS3K2S/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1697715464&sprefix=ba%2Caps%2C283&sr=8-52,3.6,113
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls ",649,https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTC876Z/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1697715464&sprefix=ba%2Caps%2C283&sr=8-53,4.1,"6,684"
"WALKENT Stylish 15.6"" Large Laptop Bag | Premium Leather | Flap & Zipper Closure | Waterproof | USB | Side Pockets |for Men, Women, Office, College - Ritzy (28 LTR, 1 Main Compartment) ","2,751",https://www.amazon.in/WALKENT-Stylish-Premium-Leather-Waterproof/dp/B09Q172X7J/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1697715464&sprefix=ba%2Caps%2C283&sr=8-54,4.3,175
Skybags Cardiff Polyester 55 Cms Travel Duffle Bag (Blue) ,"1,099",https://www.amazon.in/Skybags-Cardiff-Polyester-Travel-DFCAR55BLU/dp/B073JYDK7P/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1697715464&sprefix=ba%2Caps%2C283&sr=8-55,4.2,"9,964"
"Lenovo 16-inch Value Lite Backpack, Comfortable, Padded Back Panel, Slim and Sleek, Dedicated Laptop Compartment, Padded Shoulder Straps for Optimal Comfort and Ergonomic Support (4X41C94115) ",649,https://www.amazon.in/Lenovo-Comfortable-Dedicated-Compartment-4X41C94115/dp/B09QCYXZ1H/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1697715464&sprefix=ba%2Caps%2C283&sr=8-56,4.6,24
Impulse IMP linear 45L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty ,510,https://www.amazon.in/Impulse-IMP-linear-Resistant-Navy/dp/B0CJJ15CM7/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1697715464&sprefix=ba%2Caps%2C283&sr=8-57,5.0,4
"Half Moon 40L Waterproof Laptop Bag | Rucksack Bags for Men/Trekking Bags for Men | With Laptop Compartment & Rain cover | For Trekking, Hiking, Travel Backpack for Men & Women ",689,https://www.amazon.in/Half-Moon-Rucksack-Bags-Compartment/dp/B09S14TTG6/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1697715464&sprefix=ba%2Caps%2C283&sr=8-58,3.8,148
"Arctic Hunter Slim Backpack for Men Business Anti-Theft Laptop Bag with 15.6-inch Laptop Water-resistant Bag for Daily Use College, Black ","2,264",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMjUxNTkzMzQxNTcyNjU2OjE2OTc3MTU0NjQ6c3BfbXRmOjIwMTA5NDA5Njk5Mzk4OjowOjo&url=%2FAnti-Theft-Lightweight-15-6-inch-Multi-pockets-Water-resistant%2Fdp%2FB0BRZ7RQCF%2Fref%3Dsr_1_59_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715464%26sprefix%3Dba%252Caps%252C283%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.4,145
"uppercase 22 Ltrs Large (14.6 inch) Laptop Backpack 2900EBP1 Bucket Outdoor 3x more water repellent sustainable bag with Rainproof zipper & Detachable organizer for Men, Women, Boys and Girls , 750 Days warranty ","1,950",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMjUxNTkzMzQxNTcyNjU2OjE2OTc3MTU0NjQ6c3BfbXRmOjIwMDk3NjEyMjMxODk4OjowOjo&url=%2Fuppercase-resistant-sustainable-Rainproof-Detachable%2Fdp%2FB0BC48NDJP%2Fref%3Dsr_1_60_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715464%26sprefix%3Dba%252Caps%252C283%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.4,31
Ezee Black Medium Garbage Bags 90 Pcs | 19 X 21 Inch | 30 Pcs x Pack of 3 | Dustbin Trash Bag ,155,https://www.amazon.in/Ezee-Garbage-Bag-inches-Pieces/dp/B06VX8YR6Q/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1697715464&sprefix=ba%2Caps%2C283&sr=8-61,4.2,"28,706"
KILLER Louis 38L Large Laptop Backpack With 3 Compartments Polyester Trendy Waterproof Travel Backpack ,"1,749",https://www.amazon.in/Killer-Backpack-Compartments-Polyester-Waterproof/dp/B07C9XHZT1/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1697715464&sprefix=ba%2Caps%2C283&sr=8-62,4.4,"9,470"
TRAWOC 80L Travel Backpack for Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack HK007 (PARENT) 1 Year Warranty ,"2,246",https://www.amazon.in/TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1697715464&sprefix=ba%2Caps%2C283&sr=8-63,4.4,"7,711"
Lenovo 15.6-inch Casual Laptop Briefcase T210 ,799,https://www.amazon.in/Lenovo-Carrying-15-6-Inch-Toploader-GX40Q17229/dp/B075Y6Y9H5/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1697715464&sprefix=ba%2Caps%2C283&sr=8-64,4.2,"21,720"
Red Lemon Bange Hard Ironlook Briefcase Laptop Bag Anti-Theft Hard Shell Unisex Laptop Backpack with USB Charging Backpack for Men and Women ,"4,897",https://www.amazon.in/Red-Lemon-Ironlook-Briefcase-Anti-Theft/dp/B09ZYMT7V1/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1697715464&sprefix=ba%2Caps%2C283&sr=8-65,4.4,117
NORTH ZONE 30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black) ,449,https://www.amazon.in/NORTH-ZONE-Restant-Office-Backpack/dp/B0CJ38KTFS/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1697715464&sprefix=ba%2Caps%2C283&sr=8-66,4.5,2
Shalimar Premium OXO - Biodegradable Garbage Bags (Medium) Size 19 x 21 Inches 4 Rolls 120 Bags Dustbin Bag/Trash Bag - Black Color ,269,https://www.amazon.in/Shalimar-Premium-Garbage-Medium-Rolls/dp/B07KT9Q54M/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1697715464&sprefix=ba%2Caps%2C283&sr=8-67,4.5,"18,731"
AUXTER Faux Leather 23 Cms Duffle Bag(AUX_GB_LE_Black -SE__0521_Black) ,429,https://www.amazon.in/AUXTER-BLACKY-Duffel-Emboss-Black/dp/B07F2H25NP/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1697715464&sprefix=ba%2Caps%2C283&sr=8-68,4.3,"9,383"
"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty ","1,800",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMjUxNTkzMzQxNTcyNjU2OjE2OTc3MTU0NjQ6c3BfYnRmOjIwMTA1NDUxODUxNTk4OjowOjo&url=%2Fuppercase-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BR1D4SL1%2Fref%3Dsr_1_69_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715464%26sprefix%3Dba%252Caps%252C283%26sr%3D8-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,4.5,118
"uppercase SealPro Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers & Anti-theft for Men, Women, Boys and Girls, 750 Days warranty ","1,900",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMjUxNTkzMzQxNTcyNjU2OjE2OTc3MTU0NjQ6c3BfYnRmOjIwMTA1NzE1ODIxNTk4OjowOjo&url=%2Fuppercase-Professional-resistant-sustainable-Anti-theft%2Fdp%2FB0BR1C59R8%2Fref%3Dsr_1_70_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715464%26sprefix%3Dba%252Caps%252C283%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,4.5,82
"STRABO Defender Laptop Bag, Light weight & Water resistant - Color Black 35L, Unisex Bag ",999,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDEzNjQxNzc3NjA3NjU2OjE2OTc3MTU0NjY6c3BfYXRmX25leHQ6MzAwMDE0OTMxNDg0NDMyOjowOjo&url=%2FSTRABO-Defender-Laptop-weight-resistant%2Fdp%2FB0C9GMMJQX%2Fref%3Dsr_1_65_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715466%26sprefix%3Dba%252Caps%252C283%26sr%3D8-65-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,4.5,25
"uppercase 26 Ltrs Ryder Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty ","2,400",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDEzNjQxNzc3NjA3NjU2OjE2OTc3MTU0NjY6c3BfYXRmX25leHQ6MjAxMDg0NzUwNzQ2OTg6OjA6Og&url=%2Fuppercase-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BRMWDNZ7%2Fref%3Dsr_1_66_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715466%26sprefix%3Dba%252Caps%252C283%26sr%3D8-66-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,4.3,97
"Frantic Soft Cartoon Animal Velvet Plush School Backpack Bag For 2 To 5 Years Boys/Girls - Nursery, Preschool, Picnic ",289,https://www.amazon.in/Frantic-Cartoon-Velvet-Preschool-Nursery/dp/B09KY5541N/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1697715466&sprefix=ba%2Caps%2C283&sr=8-67,3.8,"6,066"
"amazon basics Vacuum Compression Storage Bags with Hand Pump - Large, 5-Pack ",599,https://www.amazon.in/AmazonBasics-Vacuum-Compression-Storage-Bags/dp/B07RSCPH4N/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1697715466&sprefix=ba%2Caps%2C283&sr=8-68,4.4,"11,757"
"Presto! Oxo-Biodegradable Garbage Bags, Large (24 x 32 inches) - 15 bags/roll (Pack of 6, Black, plastic) ",299,https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PYKVK/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1697715466&sprefix=ba%2Caps%2C283&sr=8-69,4.3,"10,325"
Lavie Women's Odiase Medium Satchel Bag | Ladies Purse Handbag ,"1,099",https://www.amazon.in/Lavie-Odiase-Womens-Satchel-Handbag/dp/B08SW9RJ75/ref=sr_1_70?crid=2M096C61O4MLT&keywords=bags&qid=1697715466&sprefix=ba%2Caps%2C283&sr=8-70,4.1,"2,403"
Gear Double Decker 31L Large Water Resistant Faux Leather Anti-Theft Laptop Bag/Backpack/Office Bag for Men/Women (Navy-Tan) ,"1,095",https://www.amazon.in/Gear-DOUBLE-Resistant-Backpack-Navy-Tan/dp/B0BTJ2T26W/ref=sr_1_71?crid=2M096C61O4MLT&keywords=bags&qid=1697715466&sprefix=ba%2Caps%2C283&sr=8-71,3.6,47
NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L ,542,https://www.amazon.in/NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QM2GD/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1697715466&sprefix=ba%2Caps%2C283&sr=8-72,4.0,780
"Tetley Green Tea, Lemon And Honey, 100 Tea Bags, 140 Grams ",421,https://www.amazon.in/Tetley-Green-Lemon-Honey-Bags/dp/B00MGFZGVK/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1697715466&sprefix=ba%2Caps%2C283&sr=8-73,4.3,"51,911"
"Storite 2 Pack Moisture Proof Nylon Large Size Underbed Storage Bag For Clothes (54 x 46 x 28 cm) - Black, Rectangular ",699,https://www.amazon.in/Storite-Pack-Big-Underbed-Moisture/dp/B07B8K3RQK/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1697715466&sprefix=ba%2Caps%2C283&sr=8-74,4.4,"18,127"
Carbonado Gaming Backpack | For 17.3 inch Laptop Compatible for Carrying Gaming Laptop and Gaming Accessories | Unisex ,"3,239",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDEzNjQxNzc3NjA3NjU2OjE2OTc3MTU0NjY6c3BfbXRmOjMwMDA2OTk5MTE2NTgzMjo6MDo6&url=%2FCarbonado-Backpack-Compatible-Carrying-Accessories%2Fdp%2FB0BJYDK3C5%2Fref%3Dsr_1_75_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715466%26sprefix%3Dba%252Caps%252C283%26sr%3D8-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.3,131
"uppercase Medium 21L Quilted Laptop Backpack 2500EBP2 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty ","1,650",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDEzNjQxNzc3NjA3NjU2OjE2OTc3MTU0NjY6c3BfbXRmOjIwMTAyMjI3OTI5Mzk4OjowOjo&url=%2Fuppercase-Backpack-2500EBP2-repellent-sustainable%2Fdp%2FB0BNVXG27V%2Fref%3Dsr_1_76_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715466%26sprefix%3Dba%252Caps%252C283%26sr%3D8-76-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.6,19
Murano Louis 10ltr Casual daybackpack/Office & Travel Bag/School Bag/College Bag/Men/Women/Girl/Boy (Dark Grey) ,189,https://www.amazon.in/Murano-Casual-daybackpack-Office-College/dp/B0BX9GLFD6/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1697715466&sprefix=ba%2Caps%2C283&sr=8-77,3.4,143
"Safari Snap 35 Ltrs Large Laptop Backpack With 3 Compartments, Water Resistant Fabric - Black (SNAP19CBBLK) ",999,https://www.amazon.in/Safari-Laptop-Backpack-Compartments-Resistant/dp/B09B27CYC4/ref=sr_1_78?crid=2M096C61O4MLT&keywords=bags&qid=1697715466&sprefix=ba%2Caps%2C283&sr=8-78,3.8,355
"Skybags Unisex Polyester Solid Pattern Hustle Df 55 (Orange, Small) ","1,580",https://www.amazon.in/Skybags-Unisex-Polyester-Pattern-Hustle/dp/B07F342RQD/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1697715466&sprefix=ba%2Caps%2C283&sr=8-79,4.3,355
Arctic Fox Alarm Zipper System | Anti-Theft Backpack with USB Charging Port | 15.5 Inch Laptop Bag (Glitch Black) ,"1,899",https://www.amazon.in/Arctic-Fox-Anti-Theft-Backpack-Charging/dp/B089QCNBWH/ref=sr_1_80?crid=2M096C61O4MLT&keywords=bags&qid=1697715466&sprefix=ba%2Caps%2C283&sr=8-80,4.3,398
Shalimar Premium OXO - Biodegradable Garbage Bags Size 19 X 21 Inches (Medium) 180 Bags (6 Rolls) Dustbin Bag/Trash Bag - Black Color ,406,https://www.amazon.in/Shalimar-Premium-Garbage-Medium-Black/dp/B016DCB9OO/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1697715466&sprefix=ba%2Caps%2C283&sr=8-81,4.5,"9,742"
NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel ,229,https://www.amazon.in/Nivia-6853BKGR-Polyester-Black-Grey/dp/B07NLB6FRS/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1697715466&sprefix=ba%2Caps%2C283&sr=8-82,4.0,"4,177"
"Tabelito® NEO 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook. ",349,https://www.amazon.in/Tabelito-NEO-Backpack-Business-Compartment/dp/B0C2D2GPWJ/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1697715466&sprefix=ba%2Caps%2C283&sr=8-83,3.8,296
"Lipton Honey Lemon Green Tea Bags 100 pcs, All Natural Flavour, Zero Calories - Improves Metabolism & Reduces Waist ",515,https://www.amazon.in/Lipton-Honey-Lemon-Green-Pieces/dp/B01HMQ4HLW/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1697715466&sprefix=ba%2Caps%2C283&sr=8-84,4.4,"28,161"
"ARTISTIX Alpine Business Class Series | Anti Theft Laptop Backpack (32 Litre, 15.6 inch) (Black) ","1,783",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDEzNjQxNzc3NjA3NjU2OjE2OTc3MTU0NjY6c3BfYnRmOjIwMTEyMTkxMzQwNjk4OjowOjo&url=%2FArtistix-Alpine-Laptop-Backpack-Business%2Fdp%2FB08SVV5HZY%2Fref%3Dsr_1_85_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715466%26sprefix%3Dba%252Caps%252C283%26sr%3D8-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,4.4,"1,232"
uppercase Nexus Professional Anti-Theft Overnighter Travel Laptop Backpack ,"2,500",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDEzNjQxNzc3NjA3NjU2OjE2OTc3MTU0NjY6c3BfYnRmOjMwMDAwMjU5NTE0NjMzMjo6MDo6&url=%2Fuppercase-Professional-Anti-Theft-Overnighter-sustainable%2Fdp%2FB0C7CQ1MVD%2Fref%3Dsr_1_86_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715466%26sprefix%3Dba%252Caps%252C283%26sr%3D8-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,4.6,15
"WALKENT ARCTIC HUNTER Premium 15.6"" Hard Shell Laptop Bag, Anti Theft Lock, Waterproof, Stylish Backpack for Office, College, Travel, Men, Women - Secure, 21L, 1 Main Compartment ","3,471",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNzg1NDY4NjQxMTY1NjoxNjk3NzE1NDY3OnNwX2F0Zl9uZXh0OjIwMTUzMDM4Nzg5MTk4OjowOjo&url=%2FSecure-Combination-Waterproof-College-Walkent%2Fdp%2FB09T71WXSF%2Fref%3Dsr_1_81_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715467%26sprefix%3Dba%252Caps%252C283%26sr%3D8-81-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,4.4,57
"STRABO Defender Laptop Bag, Light weight & Water resistant - Color Maroon 35L, Unisex Bag ",999,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNzg1NDY4NjQxMTY1NjoxNjk3NzE1NDY3OnNwX2F0Zl9uZXh0OjMwMDAxNDkzMTQ4NDUzMjo6MDo6&url=%2FSTRABO-Defender-Laptop-weight-resistant%2Fdp%2FB0C9GML5N3%2Fref%3Dsr_1_82_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697715467%26sprefix%3Dba%252Caps%252C283%26sr%3D8-82-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,4.5,25
Gear Campus8 25L Medium Water Resistant School Bag/Casual Backpack/Daypack/College Bag/for Men/Women - Green Grey ,595,https://www.amazon.in/Gear-Classic-Casual-Backpack-BKPCAMPS80304/dp/B019FBEJCO/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1697715467&sprefix=ba%2Caps%2C283&sr=8-83,4.1,"1,293"
"Presto! Oxo-Biodegradable Garbage Bags, XL (30 x 37 inches) - 10 bags/roll (Pack of 6, Black, plastic) ",389,https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821QGBDY/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1697715467&sprefix=ba%2Caps%2C283&sr=8-84,4.3,"2,111"
F Gear String 11 Ltrs Nylon Black Gym Bag ,146,https://www.amazon.in/F-Gear-String-Polyester-33-cms-Black-Drawstring-Gym-Bag/dp/B07PC28YQ9/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1697715467&sprefix=ba%2Caps%2C283&sr=8-85,4.1,665
